% Model:              reactor_model_6-2_with_err.mph
% Version:            COMSOL 5.4.0.346
% Date:               May 27 2019, 15:38
% Dimension:          1
% Nodes:              941
% Expressions:        1
% Description:        Line graph
% r                       Height
0                         0.7271036118266416
2.6006100243586176E-5     0.7271055737816807
5.201220048717235E-5      0.7271075357043638
7.791309079489169E-5      0.7271126346049094
1.0381398110261104E-4     0.7271177332595126
1.2961008711039165E-4     0.7271272827457179
1.5540619311817227E-4     0.7271368312324198
1.8109793873999044E-4     0.7271455605825522
2.0678968436180857E-4     0.7271542890503429
2.3237749179667074E-4     0.7271599471836279
2.579652992315329E-4      0.7271656048132864
2.8344958897039303E-4     0.727165612239294
3.0893387870925315E-4     0.7271656196648064
3.343150695419363E-4      0.7271585274671143
3.5969626037461944E-4     0.7271514355776855
3.849747693966994E-4      0.7271380420890653
4.1025327841877937E-4     0.72712464905003
4.3542952103843357E-4     0.7271078721506252
4.606057636580878E-4      0.7270910960141531
4.8568015360292394E-4     0.7270747116244693
5.107545435477601E-4      0.7270583285144666
5.35746458612045E-4       0.7270452452427945
5.607383736763299E-4      0.7270321635508362
5.857869505119737E-4      0.7270232220809797
6.108355273476176E-4      0.7270142820274711
6.35968917462028E-4       0.7270079432301145
6.611023075764383E-4      0.7270016055398614
6.863207981433056E-4      0.7269943775919898
7.115392887101728E-4      0.7269871508063497
7.368431678755412E-4      0.7269749941339493
7.621470470409096E-4      0.7269628389460615
7.875366039264796E-4      0.7269431137642367
8.129261608120496E-4      0.7269233901114049
8.384016855184671E-4      0.7268963940170203
8.638772102248846E-4      0.7268693993128248
8.894389938350637E-4      0.7268384523431634
9.15000777445243E-4       0.7268075072808518
9.40649112027688E-4       0.7267773820467083
9.662974466101331E-4      0.7267472601034692
9.920326252222888E-4      0.7267218483312404
0.0010177678038344443     0.7266964410850095
0.0010435901205260228     0.726676890707671
0.0010694124372176016     0.726657345043039
0.0010953086842506931     0.726641416147369
0.0011212049312837845     0.7266254915676903
0.0011470111858677488     0.7266084589996579
0.0011728174404517131     0.72659143072766
0.0011984859164032907     0.7265684080237786
0.0012241543923548683     0.7265453898914015
0.0012496858252690468     0.7265137592216818
0.0012752172581832254     0.7264821329510207
0.0013006123797276834     0.7264431085856201
0.0013260075012721411     0.7264040883795593
0.0013512670392082002     0.7263619302703433
0.0013765265771442596     0.726319777165295
0.0014016512553477604     0.7262797544145977
0.0014267759335512612     0.7262397386282987
0.0014517664720332928     0.7262055395740074
0.0014767570105153247     0.7261713490777907
0.001501614125442868      0.7261436221769363
0.0015264712403704112     0.7261159040607096
0.0015511956440868542     0.726092035057888
0.0015759200478032969     0.7260681743311257
0.0016005124488488545     0.726043439135998
0.0016251048498944118     0.726018712093022
0.0016495659530264303     0.7259883289773867
0.0016740270561584486     0.7259579542365047
0.0016983808437346917     0.725919354334234
0.001722734631310935      0.72588076267746
0.0017471107702282508     0.725834576165849
0.0017714869091455666     0.7257883977384182
0.0017959053746664806     0.7257383498121089
0.0018203238401873945     0.7256883108343456
0.0018447847058076102     0.7256393966328737
0.0018692455714278257     0.7255904935280594
0.001893748910770661      0.7255467927585675
0.0019182522501134964     0.7255031052515537
0.001942798136930102      0.7254659689219835
0.0019673440237467075     0.7254288466665951
0.0019919325319163023     0.7253963290059505
0.002016521040085897      0.7253638251183973
0.0020411522436159825     0.7253313175786519
0.0020657834471460674     0.7252988236372427
0.0020904574201726506     0.7252612308402085
0.002115131393199234      0.7252236519671733
0.0021398482099870475     0.7251776762793678
0.0021645650267748603     0.7251317146483784
0.0021893247617175947     0.7250774757335184
0.0022140844966603295     0.7250232508093012
0.002238887224280853      0.7249643191868209
0.002263689951901377      0.7249054024495246
0.002288535746851955      0.7248469899887979
0.0023133815418025323     0.7247885947885003
0.002338227759022124      0.7247352836317194
0.002363073976241715      0.7246819922678004
0.0023878435941420443     0.7246356627665342
0.002412613212042374      0.7245893540414349
0.002437304893196798      0.7245482350466179
0.002461996574351222      0.7245071364375022
0.002486610563985012      0.724466714202043
0.002511224553618802      0.7244263119322323
0.002535761096185647      0.724381337054423
0.002560297638752492      0.7243363822297985
0.0025847569779369048     0.7242835824576013
0.002609216317121318      0.7242308027609438
0.0026335986958410705     0.7241702360211932
0.002657981074560823      0.7241096892460389
0.002682286734969358      0.724044657319586
0.002706592395377893      0.7239796461289166
0.002730821578866722      0.7239149698240541
0.002755050762355551      0.7238503163663684
0.0027792037095566526     0.7237902182587035
0.0028033566567577544     0.7237301453619123
0.002827433607545977      0.7236764891541652
0.0028515105583342        0.7236228592854864
0.0028755117518296245     0.7235744524275414
0.002899512945325049      0.7235260716525914
0.002923438619895374      0.7234791619604539
0.002947364294465699      0.7234322778061505
0.002971224317446383      0.723382191255956
0.0029950843404270675     0.723332130164938
0.003018981095113735      0.7232751364629147
0.003042877849800403      0.7232181684891451
0.00306683898770237       0.7231533808776981
0.003090800125604337      0.7230886192175058
0.003114825820184431      0.7230183018575712
0.003138851514764525      0.7229480112745614
0.003162941939952906      0.7228764388805985
0.0031870323651412872     0.7228048953930523
0.0032111876953367243     0.7227364096128442
0.0032353430255321614     0.7226679555225358
0.003259563435603305      0.7226051205062664
0.0032837838456744495     0.7225423190915091
0.0033080695109610745     0.7224848371784897
0.0033323551762476995     0.7224273892614339
0.0033567062725619813     0.7223721057884992
0.003381057368876263      0.722316856028075
0.0034054740725040717     0.722259071110897
0.00342989077613188       0.722201319937088
0.0034543732638340242     0.7221370104456848
0.0034788557515361687     0.7220727349983118
0.003503404200549694      0.7220005487361518
