% Model:              reactor_model_6-2_with_err.mph
% Version:            COMSOL 5.4.0.346
% Date:               May 28 2019, 10:56
% Dimension:          1
% Nodes:              941
% Expressions:        1
% Description:        Line graph
% r                       Height
0                         0.2269596684793025
2.6006100243586176E-5     0.22695771848443977
5.201220048717235E-5      0.2269557685217358
7.791309079489169E-5      0.22695002384675422
1.0381398110261104E-4     0.2269442794488637
1.2961008711039165E-4     0.22693171603109355
1.5540619311817227E-4     0.2269191539282823
1.8109793873999044E-4     0.22690699065127365
2.0678968436180857E-4     0.22689482860369967
2.3237749179667074E-4     0.2268839873949449
2.579652992315329E-4      0.22687314715115847
2.8344958897039303E-4     0.22686475813023876
3.0893387870925315E-4     0.22685636966832182
3.343150695419363E-4      0.22685043849134817
3.5969626037461944E-4     0.22684450757217403
3.849747693966994E-4      0.22683941461752893
4.1025327841877937E-4     0.22683432183384122
4.3542952103843357E-4     0.22682751092418993
4.606057636580878E-4      0.226820700324266
4.8568015360292394E-4     0.22680980775299242
5.107545435477601E-4      0.22679891603246854
5.35746458612045E-4       0.22678287067896258
5.607383736763299E-4      0.2267668272628209
5.857869505119737E-4      0.22674631191173772
6.108355273476176E-4      0.2267257998103295
6.35968917462028E-4       0.22670341070905614
6.611023075764383E-4      0.22668102551815325
6.863207981433056E-4      0.22666032643526948
7.115392887101728E-4      0.2266396306807337
7.368431678755412E-4      0.22662348205814853
7.621470470409096E-4      0.22660733540755354
7.875366039264796E-4      0.22659630858794635
8.129261608120496E-4      0.22658528262308064
8.384016855184671E-4      0.22657705813267523
8.638772102248846E-4      0.22656883406579767
8.894389938350637E-4      0.22655907923137628
9.15000777445243E-4       0.2265493249981731
9.40649112027688E-4       0.22653363675041036
9.662974466101331E-4      0.22651795021644425
9.920326252222888E-4      0.2264939086978526
0.0010177678038344443     0.2264698714612079
0.0010435901205260228     0.22643829850503563
0.0010694124372176016     0.22640673315966653
0.0010953086842506931     0.22637164329458453
0.0011212049312837845     0.22633656293722743
0.0011470111858677488     0.22630376468169042
0.0011728174404517131     0.22627097469868382
0.0011984859164032907     0.22624453856193383
0.0012241543923548683     0.2262181076744766
0.0012496858252690468     0.22619859165588824
0.0012752172581832254     0.2261790783515045
0.0013006123797276834     0.22616316669077594
0.0013260075012721411     0.22614725672596223
0.0013512670392082002     0.22612962201063255
0.0013765265771442596     0.22611198938854354
0.0014016512553477604     0.22608754968816525
0.0014267759335512612     0.22606311424056338
0.0014517664720332928     0.22602948454240318
0.0014767570105153247     0.2259958632598404
0.001501614125442868      0.22595430243409448
0.0015264712403704112     0.22591275477593536
0.0015511956440868542     0.22586770392626002
0.0015759200478032969     0.2258226686969902
0.0016005124488488545     0.2257797284880612
0.0016251048498944118     0.2257368024312377
0.0016495659530264303     0.2257002742928368
0.0016740270561584486     0.22566375622299317
0.0016983808437346917     0.22563448106158437
0.001722734631310935      0.22560521215377263
0.0017471107702282508     0.22558028681960146
0.0017714869091455666     0.22555536584819516
0.0017959053746664806     0.2255297223894074
0.0018203238401873945     0.2255040835156581
0.0018447847058076102     0.22547249618175583
0.0018692455714278257     0.22544091601374425
0.001893748910770661      0.22540007429338954
0.0019182522501134964     0.22535924496783755
0.001942798136930102      0.22530938403173856
0.0019673440237467075     0.22525954199228046
0.0019919325319163023     0.22520441800666657
0.002016521040085897      0.2251493173692176
0.0020411522436159825     0.22509487276219092
0.0020657834471460674     0.2250404509300678
0.0020904574201726506     0.2249916937172517
0.002115131393199234      0.22494295456362293
0.0021398482099870475     0.22490175483906283
0.0021645650267748603     0.22486056771109386
0.0021893247617175947     0.2248248192323785
0.0022140844966603295     0.22478907997479533
0.002238887224280853      0.22475370580745171
0.002263689951901377      0.22471834057505627
0.002288535746851955      0.2246776475517613
0.0023133815418025323     0.224636966552939
0.002338227759022124      0.22458715016425326
0.002363073976241715      0.224537352270925
0.0023878435941420443     0.2244783692253061
0.002412613212042374      0.22441941263025442
0.002437304893196798      0.22435488469427764
0.002461996574351222      0.22429038874953072
0.002486610563985012      0.2242261668937732
0.002511224553618802      0.2241619767589483
0.002535761096185647      0.22410348213824113
0.002560297638752492      0.22404501359883755
0.0025847569779369048     0.22399421946730147
0.002609216317121318      0.2239434446487199
0.0026335986958410705     0.22389846777235778
0.002657981074560823      0.22385350572170978
0.002682286734969358      0.22380959493300132
0.002706592395377893      0.22376569814548689
0.002730821578866722      0.22371754076481765
0.002755050762355551      0.22366940039594568
0.0027792037095566526     0.22361331119256098
0.0028033566567577544     0.22355724551833348
0.002827433607545977      0.2234927138070404
0.0028515105583342        0.22342821377344532
0.0028755117518296245     0.22335809006055538
0.002899512945325049      0.22328800413232136
0.002923438619895374      0.22321732045450507
0.002947364294465699      0.22314667525718096
0.002971224317446383      0.22308030714357655
0.0029950843404270675     0.22301397276512672
0.003018981095113735      0.22295425136181182
0.003042877849800403      0.2228945569180969
0.00306683898770237       0.2228406677893358
0.003090800125604337      0.22278680024634512
0.003114825820184431      0.2227350236237021
0.003138851514764525      0.22268326671765146
0.003162941939952906      0.2226285657091765
0.0031870323651412872     0.22257388679316004
0.0032111876953367243     0.22251211234367552
0.0032353430255321614     0.22245036647860789
0.003259563435603305      0.2223800597061227
0.0032837838456744495     0.22230979053072963
0.0033080695109610745     0.22223284897598042
0.0033323551762476995     0.2221559529260202
0.0033567062725619813     0.22207692076175858
0.003381057368876263      0.22199793679223828
0.0034054740725040717     0.22192198781827674
0.00342989077613188       0.22184608319454321
0.0034543732638340242     0.22177649947605782
0.0034788557515361687     0.22170695259366238
