% Model:              reactor_model_6-2_with_err.mph
% Version:            COMSOL 5.4.0.346
% Date:               May 28 2019, 10:56
% Dimension:          1
% Nodes:              939
% Expressions:        1
% Description:        Line graph
% r                       Height
0                         0.23246189592885425
2.5798473197132997E-5     0.23246031058596164
5.159694639426599E-5      0.23245872526419087
7.729104102652226E-5      0.23245349463000478
1.0298513565877851E-4     0.23244826422125148
1.2857527403350774E-4     0.2324348844545645
1.5416541240823695E-4     0.23242150613821738
1.7965201512416107E-4     0.23240960123721785
2.051386178400852E-4      0.232397697482937
2.3052210379422458E-4     0.2323875558783448
2.55905589748364E-4       0.23237741509080034
2.811863761429125E-4      0.23236927189815396
3.06467162537461E-4       0.23236112920508736
3.316456648866444E-4      0.23235384345782908
3.568241672358279E-4      0.23234655807470223
3.8190079937273956E-4     0.2323376783456575
4.069774315096512E-4      0.2323287991309808
4.319526055930388E-4      0.23231542440317382
4.569277796764264E-4      0.23230205088048728
4.8180190619748496E-4     0.23228207504738682
5.066760327185435E-4      0.2322621020321715
5.314617799573455E-4      0.2322353281748413
5.562475271961475E-4      0.23220855955435754
5.810797119998878E-4      0.2321773353907729
6.059118968036283E-4      0.23214611848926428
6.308278079217181E-4      0.232114692139659
6.557437190398078E-4      0.2320832731998206
6.80743638771031E-4       0.23205624087567897
7.057435585022543E-4      0.23202921399189766
7.308277700972322E-4      0.2320093213949451
7.559119816922101E-4      0.23198943163981103
7.81080769356582E-4       0.23197609180552833
8.062495570209539E-4      0.23196275313299403
8.315032059186131E-4      0.23195182448168977
8.567568548162724E-4      0.23194089652202401
8.820956510726045E-4      0.2319260536629298
9.074344473289365E-4      0.2319112121462601
9.328586780340434E-4      0.23188673837411625
9.582829087391502E-4      0.23186226863939413
9.837928619511125E-4      0.23182573102128237
0.0010093028151630747     0.23178920294123243
0.0010348987799112114     0.23174280227437816
0.001060494744659348      0.23169641743610592
0.0010861739238757079     0.23164656911244347
0.001111853103092068      0.23159673924998644
0.0011374729807562428     0.23155153519368554
0.0011630928584204176     0.2315063462357326
0.0011885762927201118     0.23147097873486042
0.001214059727019806      0.2314356202215662
0.0012394074446092204     0.2314098741185887
0.0012647551621986347     0.23138413249131995
0.0012899678858620373     0.23136276762470018
0.00131518060952544       0.23134140563216313
0.001340259058197784      0.23131648499750104
0.0013653375068701278     0.2312915683345068
0.0013902823956575367     0.23125611781546113
0.0014152272844449457     0.2312206758695307
0.0014400393246451228     0.2311717655725438
0.0014648513648453        0.2311228723826826
0.0014895312639677982     0.23106278204613634
0.0015142111630902964     0.2310027182020652
0.0015387596248766973     0.23093806048210186
0.0015633080866630982     0.23087343375773076
0.001587725811107079      0.23081241138298392
0.0016121435355510598     0.23075141654499307
0.001636431218918351      0.23070021372435123
0.001660718902285642      0.2306490299372182
0.0016848821852035979     0.23060881680826403
0.0017090454681215536     0.2305686149745398
0.0017332013950038738     0.2305349073112797
0.0017573573218861939     0.23050120722529138
0.0017815551964641967     0.2304662559908874
0.0018057530710421997     0.23043131283423857
0.0018299929661596609     0.23038739826464125
0.0018542328612771223     0.23034349690508274
0.0018785148499043196     0.23028595816231304
0.001902796838531517      0.2302284429966802
0.001927120993765462      0.23015753991800633
0.001951445148999407      0.23008667357887908
0.0019758115440640274     0.2300078303922549
0.0020001779391286474     0.22992903322475386
0.0020245866473750304     0.2298509178212506
0.002048995355621413      0.22977284764865785
0.002073446450528019      0.22970304424698776
0.0020978975454346246     0.22963327656661348
0.002122391100607534      0.2295749415587377
0.0021468846557804433     0.22951663087616245
0.0021714207449535323     0.22946685997876792
0.0021959568341266217     0.2294171062146712
0.002220535531161812      0.22936855909609372
0.0022451142281970024     0.22932002802797385
0.0022697356070844957     0.2292640956564459
0.0022943569859719885     0.22920818496598666
0.0023190088504658948     0.22913883425054551
0.0023436607149598014     0.22906951787601926
0.0023682531019429028     0.22898611208581443
0.0023928454889260036     0.22890275715418715
0.0024173604904335778     0.2288102849209432
0.0024418754919411523     0.22871787603362323
0.002466313351483999      0.22862507455963912
0.0024907512110268456     0.22853233706553444
0.002515112171349502      0.22844730827649468
0.002539473131672159      0.22836233278937812
0.002563757434755314      0.22828890163723015
0.0025880417378384693     0.22821550950503605
0.0026122496249013642     0.22815148239740507
0.0026364575119642592     0.22808748424334144
0.0026605892234670882     0.22802631547978774
0.0026847209349699173     0.22796517276685702
0.0027087767106162017     0.22789868115836712
0.0027328324862624866     0.22783222059457298
0.0027568125650014787     0.22775435891325713
0.0027807926437404713     0.22767654072650756
0.002804697263769511      0.22758565542856385
0.002828601883798551      0.22749483060120973
0.0028524312825654353     0.22739436125633178
0.00287626068133232       0.22729396677888788
0.002900015095537667      0.22719112032866537
0.0029237695097430135     0.22708835270861352
0.0029474491753426046     0.226990985702134
0.002971128840942196      0.2268936890773486
0.002994786065556826      0.22680645507508337
0.0030184432901714563     0.22671927685347035
0.003042163061705545      0.22664173502755633
0.003065882833239633      0.22656423645397555
0.0030896665164417804     0.22649143134336272
0.0031134501996439284     0.22641866379340772
0.003137297966720738      0.226343058818434
0.003161145733797548      0.2262674943698088
0.0031850577574196208     0.22618228370202206
0.003208969781041694      0.22609712527491443
0.003232946234344898      0.2259990326333074
0.003256922687648102      0.2259010104737869
0.003280963744234794      0.2257916796277578
0.0033050048008214862     0.225682437540539
0.003329110634761794      0.225567988906873
0.0033532164687021014     0.22545363818854774
0.003377387254535171      0.22534190999585277
0.0034015580403682407     0.22523027502618725
0.0034257939531035057     0.2251274981652841
0.0034500298658387703     0.22502479946823983
0.0034743310809572246     0.22493234869334186
